Dia da semana;Data;Hora;Umidade solo;Umidade Ambiente;Temperatura;Volume �gua (L)
Quinta;14/09/2023;21:51;98;50;26,2;0
Quinta;14/09/2023;22:01;98;50;26,2;0
Quinta;14/09/2023;22:11;98;50;26,2;0
Quinta;14/09/2023;22:21;98;50;26,1;0
Quinta;14/09/2023;22:31;98;50;26,1;0
Quinta;14/09/2023;22:41;98;50;26;0
Quinta;14/09/2023;22:51;98;50;25,9;0
Quinta;14/09/2023;23:01;98;51;25,9;0
Quinta;14/09/2023;23:11;98;53;25,9;0
Quinta;14/09/2023;23:21;98;54;25,9;0
Quinta;14/09/2023;23:31;98;51;25,8;0
Quinta;14/09/2023;23:41;98;53;25,9;0
Quinta;14/09/2023;23:52;98;52;25,9;0
Sexta;15/09/2023;00:02;98;52;25,8;0
Sexta;15/09/2023;00:12;98;53;25,8;0
Sexta;15/09/2023;00:22;98;52;25,8;0
Sexta;15/09/2023;00:32;98;52;25,7;0
Sexta;15/09/2023;00:42;98;53;25,7;0
Sexta;15/09/2023;00:52;98;54;25,7;0
Sexta;15/09/2023;01:02;98;51;25,6;0
Sexta;15/09/2023;01:12;98;53;25,6;0
Sexta;15/09/2023;01:22;98;54;25,6;0
Sexta;15/09/2023;01:32;98;51;25,5;0
Sexta;15/09/2023;01:42;98;53;25,5;0
Sexta;15/09/2023;01:52;98;53;25,4;0
Sexta;15/09/2023;02:02;98;52;25,3;0
Sexta;15/09/2023;02:12;98;54;25,3;0
Sexta;15/09/2023;02:22;98;50;25,3;0
Sexta;15/09/2023;02:32;98;52;25,3;0
Sexta;15/09/2023;02:42;98;54;25,2;0
Sexta;15/09/2023;02:52;98;50;25,1;0
Sexta;15/09/2023;03:02;98;52;25,1;0
Sexta;15/09/2023;03:12;98;54;25,1;0
Sexta;15/09/2023;03:22;98;50;25;0
Sexta;15/09/2023;03:32;98;50;24,8;0
Sexta;15/09/2023;03:42;98;50;24,7;0
Sexta;15/09/2023;03:52;98;50;24,7;0
Sexta;15/09/2023;04:02;98;50;24,6;0
Sexta;15/09/2023;04:12;98;50;24,6;0
Sexta;15/09/2023;04:22;98;50;24,5;0
Sexta;15/09/2023;04:32;98;50;24,5;0
Sexta;15/09/2023;04:42;98;50;24,5;0
Sexta;15/09/2023;04:52;98;51;24,5;0
Sexta;15/09/2023;05:02;98;50;24,5;0
Sexta;15/09/2023;05:12;98;51;24,4;0
Sexta;15/09/2023;05:22;98;50;24,4;0
Sexta;15/09/2023;05:32;98;51;24,4;0
Sexta;15/09/2023;05:43;98;51;24,3;0
Sexta;15/09/2023;05:53;98;51;24,3;0
Sexta;15/09/2023;06:03;98;51;24,3;0
Sexta;15/09/2023;06:13;98;51;24,2;0
Sexta;15/09/2023;06:23;98;51;24,2;0
Sexta;15/09/2023;06:33;98;51;24,2;0
Sexta;15/09/2023;06:43;98;51;24,2;0
Sexta;15/09/2023;06:53;98;51;24,1;0
Sexta;15/09/2023;07:03;98;51;24,1;0
Sexta;15/09/2023;07:13;99;51;24;0
Sexta;15/09/2023;07:23;98;50;24;0
Sexta;15/09/2023;07:33;98;50;24;0
Sexta;15/09/2023;07:43;98;50;24;0
Sexta;15/09/2023;07:53;98;50;23,9;0
Sexta;15/09/2023;08:03;98;50;23,9;0
Sexta;15/09/2023;08:13;98;50;23,9;0
Sexta;15/09/2023;08:23;98;50;23,9;0
Sexta;15/09/2023;08:33;98;50;23,9;0
Sexta;15/09/2023;08:43;98;50;23,8;0
Sexta;15/09/2023;08:53;98;50;23,8;0
Sexta;15/09/2023;09:03;98;50;23,8;0
Sexta;15/09/2023;09:13;98;50;23,9;0
Sexta;15/09/2023;09:23;98;50;23,8;0
Sexta;15/09/2023;09:33;98;50;23,8;0
Sexta;15/09/2023;09:43;98;50;23,8;0
Sexta;15/09/2023;09:53;98;50;23,9;0
Sexta;15/09/2023;10:03;98;50;23,9;0
Sexta;15/09/2023;10:13;98;50;23,8;0
Sexta;15/09/2023;10:23;98;52;23,9;0
Sexta;15/09/2023;10:33;98;49;24,4;0
Sexta;15/09/2023;10:43;98;50;24,3;0
Sexta;15/09/2023;10:53;105;49;24,6;0
Sexta;15/09/2023;11:04;100;50;24,7;0
Sexta;15/09/2023;11:14;97;52;24,6;0
Sexta;15/09/2023;11:24;96;54;24,6;0
Sexta;15/09/2023;11:34;95;54;24,6;0
Sexta;15/09/2023;11:44;95;53;24,8;0
Sexta;15/09/2023;11:54;95;53;24,7;0
Sexta;15/09/2023;12:04;93;54;24,7;0
Sexta;15/09/2023;12:14;95;54;24,7;0
Sexta;15/09/2023;12:24;94;54;24,7;0
Sexta;15/09/2023;12:34;94;55;24,7;0
Sexta;15/09/2023;12:44;95;51;24,6;0
Sexta;15/09/2023;12:54;95;53;24,6;0
Sexta;15/09/2023;13:04;94;54;24,7;0
Sexta;15/09/2023;13:14;94;54;24,6;0
Sexta;15/09/2023;13:24;94;54;24,7;0
Sexta;15/09/2023;13:34;93;54;24,7;0
Sexta;15/09/2023;13:44;93;54;24,7;0
Sexta;15/09/2023;13:54;93;51;24,5;0
Sexta;15/09/2023;14:04;92;51;24,4;0
Sexta;15/09/2023;14:14;91;51;24,3;0
Sexta;15/09/2023;14:24;91;51;24,3;0
Sexta;15/09/2023;14:34;90;51;24,3;0
Sexta;15/09/2023;14:44;89;51;24,3;0
Sexta;15/09/2023;14:54;88;51;24,3;0
Sexta;15/09/2023;15:04;88;51;24,3;0
Sexta;15/09/2023;15:14;87;51;24,2;0
Sexta;15/09/2023;15:24;86;51;24,2;0
Sexta;15/09/2023;15:34;86;51;24,1;0
Sexta;15/09/2023;15:44;84;51;24,1;0
Sexta;15/09/2023;15:54;84;51;24,1;0
Sexta;15/09/2023;16:04;83;51;24;0
Sexta;15/09/2023;16:15;83;51;24;0
Sexta;15/09/2023;16:25;81;51;24;0
Sexta;15/09/2023;16:35;81;51;23,9;0
Sexta;15/09/2023;16:45;80;51;23,9;0
Sexta;15/09/2023;16:55;80;51;23,8;0
Sexta;15/09/2023;17:05;79;51;23,8;0
Sexta;15/09/2023;17:15;79;51;23,8;0
Sexta;15/09/2023;17:25;78;51;23,7;0
Sexta;15/09/2023;17:35;78;51;23,7;0
Sexta;15/09/2023;17:45;77;51;23,7;0
Sexta;15/09/2023;17:55;77;51;23,6;0
Sexta;15/09/2023;18:05;77;51;23,6;0
Sexta;15/09/2023;18:15;76;51;23,6;0
Sexta;15/09/2023;18:25;76;51;23,6;0
Sexta;15/09/2023;18:35;76;51;23,5;0
Sexta;15/09/2023;18:45;76;52;23,5;0
Sexta;15/09/2023;18:55;75;52;23,5;0
Sexta;15/09/2023;19:05;75;52;23,4;0
Sexta;15/09/2023;19:15;75;52;23,4;0
Sexta;15/09/2023;19:25;75;52;23,4;0
Sexta;15/09/2023;19:35;74;52;23,4;0
Sexta;15/09/2023;19:45;75;52;23,4;0
